Core name,Latitude(decimal degrees),Longitude (decimal degrees),Water depth (m),Depth in core (m),"Age (ka), QUEST age model",Planktonic and/or benthic species,d18O (benthic),d13C (benthic)
MD952039,40.5785,-10.3485,3381,15.4,89.1,C. wuellerstorfi,3.81,-0.09
MD952039,40.5785,-10.3485,3381,15.5,89.8,C. wuellerstorfi,3.95,0.38
MD952039,40.5785,-10.3485,3381,15.6,90.5,C. wuellerstorfi,3.71,0.26
MD952039,40.5785,-10.3485,3381,15.7,91.2,C. wuellerstorfi,3.49,0.01
MD952039,40.5785,-10.3485,3381,15.8,91.9,C. wuellerstorfi,3.56,0.48
MD952039,40.5785,-10.3485,3381,15.9,92.6,C. wuellerstorfi,3.59,0.85
MD952039,40.5785,-10.3485,3381,16,93.3,C. wuellerstorfi,3.44,0.69
MD952039,40.5785,-10.3485,3381,16.1,94,C. wuellerstorfi,3.48,0.66
MD952039,40.5785,-10.3485,3381,16.2,94.7,C. wuellerstorfi,3.58,0.56
MD952039,40.5785,-10.3485,3381,16.3,95.4,C. wuellerstorfi,3.28,0.77
MD952039,40.5785,-10.3485,3381,16.4,96.1,C. wuellerstorfi,3.42,0.55
MD952039,40.5785,-10.3485,3381,16.5,96.8,C. wuellerstorfi,3.29,0.81
MD952039,40.5785,-10.3485,3381,16.6,97.5,C. wuellerstorfi,3.13,0.64
MD952039,40.5785,-10.3485,3381,16.7,98.2,C. wuellerstorfi,3.22,0.48
MD952039,40.5785,-10.3485,3381,17,100.3,C. wuellerstorfi,3.61,0.75
MD952039,40.5785,-10.3485,3381,17.1,101,C. wuellerstorfi,3.68,0.66
MD952039,40.5785,-10.3485,3381,17.2,101.7,C. wuellerstorfi,3.52,0.73
MD952039,40.5785,-10.3485,3381,17.3,102.4,C. wuellerstorfi,3.49,0.76
MD952039,40.5785,-10.3485,3381,17.4,103.1,C. wuellerstorfi,3.24,0.84
MD952039,40.5785,-10.3485,3381,17.5,103.8,C. wuellerstorfi,3.28,0.51
MD952039,40.5785,-10.3485,3381,17.6,104.5,C. wuellerstorfi,3.25,0.83
MD952039,40.5785,-10.3485,3381,17.7,105.2,C. wuellerstorfi,3.29,0.56
MD952039,40.5785,-10.3485,3381,17.8,105.9,C. wuellerstorfi,3.28,0.59
MD952039,40.5785,-10.3485,3381,18.02,107.44,C. wuellerstorfi,3.59,0.58
MD952039,40.5785,-10.3485,3381,18.1,108,C. wuellerstorfi,3.55,0.57
MD952039,40.5785,-10.3485,3381,18.2,109.3181818,C. wuellerstorfi,3.33,0.43
MD952039,40.5785,-10.3485,3381,18.4,111.9545455,C. wuellerstorfi,3.5,0.49
MD952039,40.5785,-10.3485,3381,18.5,113.2727273,C. wuellerstorfi,3.62,0.58
MD952039,40.5785,-10.3485,3381,18.6,114.5909091,C. wuellerstorfi,3.41,0.52
MD952039,40.5785,-10.3485,3381,18.7,115.9090909,C. wuellerstorfi,3.24,0.64
MD952039,40.5785,-10.3485,3381,18.8,117.2272727,C. wuellerstorfi,2.7,0.87
MD952039,40.5785,-10.3485,3381,18.9,118.5454545,C. wuellerstorfi,2.68,0.74
MD952039,40.5785,-10.3485,3381,19,119.8636364,C. wuellerstorfi,2.52,0.55
MD952039,40.5785,-10.3485,3381,19.1,121.1818182,C. wuellerstorfi,2.53,0.68
MD952039,40.5785,-10.3485,3381,19.2,122.5,C. wuellerstorfi,2.55,0.69
MD952039,40.5785,-10.3485,3381,19.4,125.1363636,C. wuellerstorfi,2.62,0.36
MD952039,40.5785,-10.3485,3381,19.7,129.0909091,C. wuellerstorfi,3.74,-0.2
MD952039,40.5785,-10.3485,3381,19.9,131.7272727,C. wuellerstorfi,4.06,-0.02
MD952039,40.5785,-10.3485,3381,20,133.0454545,C. wuellerstorfi,4.34,-0.02
MD952039,40.5785,-10.3485,3381,20.1,134.3636364,C. wuellerstorfi,4.36,-0.19
MD952039,40.5785,-10.3485,3381,20.2,135.6818182,C. wuellerstorfi,4.49,-0.08
MD952039,40.5785,-10.3485,3381,20.3,137,C. wuellerstorfi,4.49,-0.19
MD952039,40.5785,-10.3485,3381,20.5,138.4285714,C. wuellerstorfi,4.2,-0.33
MD952039,40.5785,-10.3485,3381,20.6,139.1428571,C. wuellerstorfi,4.44,-0.47
MD952039,40.5785,-10.3485,3381,20.7,139.8571429,C. wuellerstorfi,4.39,-0.37
MD952039,40.5785,-10.3485,3381,20.8,140.5714286,C. wuellerstorfi,4.41,-0.44
MD952039,40.5785,-10.3485,3381,20.9,141.2857143,C. wuellerstorfi,4.37,-0.56
MD952039,40.5785,-10.3485,3381,21.02,142.1428571,C. wuellerstorfi,4.29,-0.22
MD952039,40.5785,-10.3485,3381,21.1,142.7142857,C. wuellerstorfi,4.31,-0.31
MD952039,40.5785,-10.3485,3381,21.2,143.4285714,C. wuellerstorfi,4.29,-0.28
MD952039,40.5785,-10.3485,3381,21.3,144.1428571,C. wuellerstorfi,4.23,-0.15
MD952039,40.5785,-10.3485,3381,21.4,144.8571429,C. wuellerstorfi,4.28,-0.39
MD952039,40.5785,-10.3485,3381,21.5,145.5714286,C. wuellerstorfi,4.33,-0.26
MD952039,40.5785,-10.3485,3381,21.6,146.2857143,C. wuellerstorfi,4.11,-0.23
MD952039,40.5785,-10.3485,3381,21.7,147,C. wuellerstorfi,4.15,-0.2
MD952039,40.5785,-10.3485,3381,21.8,147.7142857,C. wuellerstorfi,4.1,-0.16
MD952039,40.5785,-10.3485,3381,21.9,148.4285714,C. wuellerstorfi,4.19,-0.43
MD952039,40.5785,-10.3485,3381,22,149.1428571,C. wuellerstorfi,4.12,-0.51
MD952039,40.5785,-10.3485,3381,22.3,151.2857143,C. wuellerstorfi,4.03,-0.39
MD952039,40.5785,-10.3485,3381,22.6,153.4285714,C. wuellerstorfi,4.18,-0.43
MD952039,40.5785,-10.3485,3381,23,156.2857143,C. wuellerstorfi,4.3,-0.36
MD952039,40.5785,-10.3485,3381,23.1,157,C. wuellerstorfi,4.29,-0.38
MD952039,40.5785,-10.3485,3381,23.2,158.6976744,C. wuellerstorfi,4.2,0
MD952039,40.5785,-10.3485,3381,23.3,160.3953488,C. wuellerstorfi,3.86,-0.57
MD952039,40.5785,-10.3485,3381,23.4,162.0930233,C. wuellerstorfi,3.98,-0.42
MD952039,40.5785,-10.3485,3381,23.5,163.7906977,C. wuellerstorfi,4.1,-0.24
MD952039,40.5785,-10.3485,3381,23.8,168.8837209,C. wuellerstorfi,4.07,0.09
MD952039,40.5785,-10.3485,3381,23.9,170.5813953,C. wuellerstorfi,3.97,0.34
MD952039,40.5785,-10.3485,3381,24.02,172.6186047,C. wuellerstorfi,3.76,-0.39
MD952039,40.5785,-10.3485,3381,24.1,173.9767442,C. wuellerstorfi,3.84,-0.42
MD952039,40.5785,-10.3485,3381,24.2,175.6744186,C. wuellerstorfi,3.83,-0.12
MD952039,40.5785,-10.3485,3381,24.5,180.7674419,C. wuellerstorfi,3.94,-0.34
MD952039,40.5785,-10.3485,3381,24.7,184.1627907,C. wuellerstorfi,3.84,-0.19
MD952039,40.5785,-10.3485,3381,24.9,187.5581395,C. wuellerstorfi,3.98,0
MD952039,40.5785,-10.3485,3381,25.1,190.9534884,C. wuellerstorfi,4.01,0.09
MD952039,40.5785,-10.3485,3381,25.2,192.6511628,C. wuellerstorfi,3.84,-0.03
MD952039,40.5785,-10.3485,3381,25.3,194.3488372,C. wuellerstorfi,3.78,0.4
MD952039,40.5785,-10.3485,3381,25.4,196.0465116,C. wuellerstorfi,3.35,-0.02
MD952039,40.5785,-10.3485,3381,25.6,199.4418605,C. wuellerstorfi,3.42,0.26
BOFS17K,58.001,-16.5014,1150,0.005,2,G. bulloides; C. wuellerstorfi,2.34,1.03
BOFS17K,58.001,-16.5014,1150,0.025,2.421052632,G. bulloides; C. wuellerstorfi,2.46,1.21
BOFS17K,58.001,-16.5014,1150,0.045,2.842105263,G. bulloides; C. wuellerstorfi,2.45,1.16
BOFS17K,58.001,-16.5014,1150,0.065,3.263157895,G. bulloides; C. wuellerstorfi,2.44,1.21
BOFS17K,58.001,-16.5014,1150,0.085,3.684210526,G. bulloides; C. wuellerstorfi,2.47,1.12
BOFS17K,58.001,-16.5014,1150,0.105,4.105263158,G. bulloides; C. wuellerstorfi,2.35,1.05
BOFS17K,58.001,-16.5014,1150,0.125,4.526315789,G. bulloides; C. wuellerstorfi,2.47,1.15
BOFS17K,58.001,-16.5014,1150,0.145,4.947368421,G. bulloides; C. wuellerstorfi,2.45,1.22
BOFS17K,58.001,-16.5014,1150,0.165,5.368421053,G. bulloides; C. wuellerstorfi,2.39,1.08
BOFS17K,58.001,-16.5014,1150,0.185,5.789473684,G. bulloides; C. wuellerstorfi,2.45,1.1
BOFS17K,58.001,-16.5014,1150,0.205,6.210526316,G. bulloides; C. wuellerstorfi,2.43,1.23
BOFS17K,58.001,-16.5014,1150,0.225,6.631578947,G. bulloides; C. wuellerstorfi,2.51,1.12
BOFS17K,58.001,-16.5014,1150,0.245,7.052631579,G. bulloides; C. wuellerstorfi,2.52,1.24
BOFS17K,58.001,-16.5014,1150,0.265,7.473684211,G. bulloides; C. wuellerstorfi,2.6,1.07
BOFS17K,58.001,-16.5014,1150,0.285,7.894736842,G. bulloides; C. wuellerstorfi,2.5,1.09
BOFS17K,58.001,-16.5014,1150,0.305,8.315789474,G. bulloides; C. wuellerstorfi,2.48,1.28
BOFS17K,58.001,-16.5014,1150,0.325,8.736842105,G. bulloides; C. wuellerstorfi,2.46,1.08
BOFS17K,58.001,-16.5014,1150,0.345,9.157894737,G. bulloides; C. wuellerstorfi,2.51,1.07
BOFS17K,58.001,-16.5014,1150,0.365,9.578947368,G. bulloides; C. wuellerstorfi,2.45,1.17
BOFS17K,58.001,-16.5014,1150,0.385,10,G. bulloides; C. wuellerstorfi,2.62,1.19
BOFS17K,58.001,-16.5014,1150,0.405,10.42105263,G. bulloides; C. wuellerstorfi,2.55,1.23
BOFS17K,58.001,-16.5014,1150,0.425,10.84210526,G. bulloides; C. wuellerstorfi,2.44,1.22
BOFS17K,58.001,-16.5014,1150,0.445,11.26315789,G. bulloides; C. wuellerstorfi,2.47,1.14
BOFS17K,58.001,-16.5014,1150,0.465,11.68421053,G. bulloides; C. wuellerstorfi,2.45,1.16
BOFS17K,58.001,-16.5014,1150,0.485,12.10526316,G. bulloides; C. wuellerstorfi,2.51,1.23
BOFS17K,58.001,-16.5014,1150,0.505,12.52631579,G. bulloides; C. wuellerstorfi,2.46,1.21
BOFS17K,58.001,-16.5014,1150,0.525,12.94736842,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.545,13.36842105,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.565,13.78947368,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.585,14.21052632,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.605,14.63157895,G. bulloides; C. wuellerstorfi,3.12,1.17
BOFS17K,58.001,-16.5014,1150,0.625,15.05263158,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.645,15.47368421,G. bulloides; C. wuellerstorfi,2.49,1.13
BOFS17K,58.001,-16.5014,1150,0.665,15.89473684,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.685,16.31578947,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.705,16.73684211,G. bulloides; C. wuellerstorfi,3.99,1.6
BOFS17K,58.001,-16.5014,1150,0.725,17.15789474,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.745,17.57894737,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.765,18,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.785,19.15789474,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.805,20.31578947,G. bulloides; C. wuellerstorfi,3.91,1.4
BOFS17K,58.001,-16.5014,1150,0.825,21.47368421,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.845,22.63157895,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.865,23.78947368,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.885,24.94736842,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.905,26.10526316,G. bulloides; C. wuellerstorfi,3.84,1.43
BOFS17K,58.001,-16.5014,1150,0.925,27.26315789,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.945,28.42105263,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.965,29.57894737,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,0.985,30.73684211,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.005,31.89473684,G. bulloides; C. wuellerstorfi,3.91,1.59
BOFS17K,58.001,-16.5014,1150,1.025,33.05263158,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.045,34.21052632,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.065,35.36842105,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.085,36.52631579,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.105,37.68421053,G. bulloides; C. wuellerstorfi,3.85,1.44
BOFS17K,58.001,-16.5014,1150,1.125,38.84210526,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.145,40,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.165,41.15789474,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.185,42.31578947,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.205,43.47368421,G. bulloides; C. wuellerstorfi,3.86,1.45
BOFS17K,58.001,-16.5014,1150,1.225,44.63157895,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.245,45.78947368,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.265,46.94736842,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.285,48.10526316,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.305,49.26315789,G. bulloides; C. wuellerstorfi,3.6,1.35
BOFS17K,58.001,-16.5014,1150,1.325,50.42105263,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.345,51.57894737,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.365,52.73684211,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.385,53.89473684,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.405,55.05263158,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.425,56.21052632,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.445,57.36842105,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.465,58.52631579,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.485,59.68421053,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.505,60.84210526,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.525,62,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.545,63.25,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.565,64.5,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.585,65.75,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.605,67,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.625,68.25,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.645,69.5,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.665,70.75,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.685,72,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.705,73.25,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.725,74.5,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.745,75.75,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.765,77,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.785,78.25,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.805,79.5,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.825,80.75,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.845,82,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.865,83.25,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.885,84.5,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.905,85.75,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.925,87,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.945,88.16666667,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.965,89.33333333,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,1.985,90.5,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.005,91.66666667,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.025,92.83333333,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.045,94,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.065,95.16666667,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.085,96.33333333,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.105,97.5,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.125,98.66666667,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.145,99.83333333,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.165,101,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.185,102.1666667,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.205,103.3333333,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.225,104.5,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.245,105.6666667,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.265,106.8333333,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.285,108,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.305,109.1666667,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.325,110.3333333,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.345,111.5,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.365,112.6666667,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.385,113.8333333,G. bulloides; C. wuellerstorfi,,
BOFS17K,58.001,-16.5014,1150,2.405,115,G. bulloides; C. wuellerstorfi,,
GEOB1101-5,1.6583,-10.98,4588,,5,C. wuellerstorfi,,
GEOB1101-5,1.6583,-10.98,4588,0.24,8.25,C. wuellerstorfi,2.87,0.68
GEOB1101-5,1.6583,-10.98,4588,0.29,11.5,C. wuellerstorfi,2.99,0.73
GEOB1101-5,1.6583,-10.98,4588,0.34,14.75,C. wuellerstorfi,3.62,0.19
GEOB1101-5,1.6583,-10.98,4588,0.39,18,C. wuellerstorfi,4.18,-0.42
GEOB1101-5,1.6583,-10.98,4588,0.44,23.29411765,C. wuellerstorfi,4.11,-0.64
GEOB1101-5,1.6583,-10.98,4588,0.49,28.58823529,C. wuellerstorfi,3.94,-0.03
GEOB1101-5,1.6583,-10.98,4588,0.54,33.88235294,C. wuellerstorfi,3.65,-0.23
GEOB1101-5,1.6583,-10.98,4588,0.59,39.17647059,C. wuellerstorfi,3.27,0.04
GEOB1101-5,1.6583,-10.98,4588,0.64,44.47058824,C. wuellerstorfi,3.66,0.24
GEOB1101-5,1.6583,-10.98,4588,0.69,49.76470588,C. wuellerstorfi,3.66,0.19
GEOB1101-5,1.6583,-10.98,4588,0.74,55.05882353,C. wuellerstorfi,3.48,0.06
GEOB1101-5,1.6583,-10.98,4588,0.79,60.35294118,C. wuellerstorfi,3.52,-0.31
GEOB1101-5,1.6583,-10.98,4588,0.84,65.64705882,C. wuellerstorfi,3.65,-0.42
GEOB1101-5,1.6583,-10.98,4588,0.89,70.94117647,C. wuellerstorfi,2.99,0.71
GEOB1101-5,1.6583,-10.98,4588,0.94,76.23529412,C. wuellerstorfi,3.54,0.2
GEOB1101-5,1.6583,-10.98,4588,0.99,81.52941176,C. wuellerstorfi,3.22,0.41
GEOB1101-5,1.6583,-10.98,4588,1.04,86.82352941,C. wuellerstorfi,3.14,-0.08
GEOB1101-5,1.6583,-10.98,4588,1.09,92.11764706,C. wuellerstorfi,3.02,0.51
GEOB1101-5,1.6583,-10.98,4588,1.14,97.41176471,C. wuellerstorfi,3.01,0.62
GEOB1101-5,1.6583,-10.98,4588,1.19,102.7058824,C. wuellerstorfi,2.97,0.57
GEOB1101-5,1.6583,-10.98,4588,1.24,108,C. wuellerstorfi,3.07,0.48
GEOB1101-5,1.6583,-10.98,4588,1.29,110.4166667,C. wuellerstorfi,3.29,0.14
GEOB1101-5,1.6583,-10.98,4588,1.34,112.8333333,C. wuellerstorfi,3.26,0.2
GEOB1101-5,1.6583,-10.98,4588,1.39,115.25,C. wuellerstorfi,3.18,0.44
GEOB1101-5,1.6583,-10.98,4588,1.44,117.6666667,C. wuellerstorfi,2.77,0.6
GEOB1101-5,1.6583,-10.98,4588,1.49,120.0833333,C. wuellerstorfi,2.59,0.69
GEOB1101-5,1.6583,-10.98,4588,1.54,122.5,C. wuellerstorfi,2.56,0.78
GEOB1101-5,1.6583,-10.98,4588,1.59,124.9166667,C. wuellerstorfi,2.45,0.68
GEOB1101-5,1.6583,-10.98,4588,1.64,127.3333333,C. wuellerstorfi,2.98,0.26
GEOB1101-5,1.6583,-10.98,4588,1.69,129.75,C. wuellerstorfi,3.3,-0.07
GEOB1101-5,1.6583,-10.98,4588,1.74,132.1666667,C. wuellerstorfi,3.47,-0.11
GEOB1101-5,1.6583,-10.98,4588,1.79,134.5833333,C. wuellerstorfi,4.02,-0.64
GEOB1101-5,1.6583,-10.98,4588,1.84,137,C. wuellerstorfi,4.24,-0.9
GEOB1101-5,1.6583,-10.98,4588,1.89,140.25,C. wuellerstorfi,3.96,-0.69
GEOB1101-5,1.6583,-10.98,4588,1.94,143.5,C. wuellerstorfi,3.99,-0.39
GEOB1101-5,1.6583,-10.98,4588,1.99,146.75,C. wuellerstorfi,3.92,-0.71
GEOB1101-5,1.6583,-10.98,4588,2.04,150,C. wuellerstorfi,3.86,-0.42
GEOB1101-5,1.6583,-10.98,4588,2.09,153.25,C. wuellerstorfi,3.99,-0.67
GEOB1101-5,1.6583,-10.98,4588,2.14,156.5,C. wuellerstorfi,3.99,-0.93
GEOB1101-5,1.6583,-10.98,4588,2.19,159.75,C. wuellerstorfi,3.84,-0.94
GEOB1101-5,1.6583,-10.98,4588,2.24,163,C. wuellerstorfi,3.88,-0.8
GEOB1101-5,1.6583,-10.98,4588,2.29,166.25,C. wuellerstorfi,3.77,-0.7
GEOB1101-5,1.6583,-10.98,4588,2.34,169.5,C. wuellerstorfi,3.71,-0.7
GEOB1101-5,1.6583,-10.98,4588,2.39,172.75,C. wuellerstorfi,3.77,-0.23
GEOB1101-5,1.6583,-10.98,4588,2.44,176,C. wuellerstorfi,3.72,-0.31
GEOB1101-5,1.6583,-10.98,4588,2.49,179.25,C. wuellerstorfi,3.6,-0.84
GEOB1101-5,1.6583,-10.98,4588,2.54,182.5,C. wuellerstorfi,3.57,-0.34
GEOB1101-5,1.6583,-10.98,4588,2.59,185.75,C. wuellerstorfi,3.65,-0.23
GEOB1101-5,1.6583,-10.98,4588,2.64,189,C. wuellerstorfi,3.83,-0.75
GEOB1101-5,1.6583,-10.98,4588,2.69,192.25,C. wuellerstorfi,2.84,0.54
GEOB1101-5,1.6583,-10.98,4588,2.74,195.5,C. wuellerstorfi,2.98,0.21
GEOB1101-5,1.6583,-10.98,4588,2.79,198.75,C. wuellerstorfi,2.86,0.05
GEOB1041-3,-3.475,-7.6,4033,0.32,5,C. wuellerstorfi,2.67,
GEOB1041-3,-3.475,-7.6,4033,0.37,7.166666667,C. wuellerstorfi,3.07,
GEOB1041-3,-3.475,-7.6,4033,0.42,9.333333333,C. wuellerstorfi,2.93,
GEOB1041-3,-3.475,-7.6,4033,0.47,11.5,C. wuellerstorfi,3.34,
GEOB1041-3,-3.475,-7.6,4033,0.52,13.66666667,C. wuellerstorfi,3.94,
GEOB1041-3,-3.475,-7.6,4033,0.57,15.83333333,C. wuellerstorfi,3.83,
GEOB1041-3,-3.475,-7.6,4033,0.62,18,C. wuellerstorfi,4.3,
GEOB1041-3,-3.475,-7.6,4033,0.67,20.44444444,C. wuellerstorfi,4.26,
GEOB1041-3,-3.475,-7.6,4033,0.72,22.88888889,C. wuellerstorfi,4.05,
GEOB1041-3,-3.475,-7.6,4033,0.77,25.33333333,C. wuellerstorfi,4.18,
GEOB1041-3,-3.475,-7.6,4033,0.82,27.77777778,C. wuellerstorfi,3.95,
GEOB1041-3,-3.475,-7.6,4033,0.87,30.22222222,C. wuellerstorfi,3.85,
GEOB1041-3,-3.475,-7.6,4033,0.92,32.66666667,C. wuellerstorfi,3.84,
GEOB1041-3,-3.475,-7.6,4033,0.97,35.11111111,C. wuellerstorfi,3.79,
GEOB1041-3,-3.475,-7.6,4033,1.02,37.55555556,C. wuellerstorfi,3.74,
GEOB1041-3,-3.475,-7.6,4033,1.07,40,C. wuellerstorfi,3.72,
GEOB1041-3,-3.475,-7.6,4033,1.12,42.44444444,C. wuellerstorfi,3.74,
GEOB1041-3,-3.475,-7.6,4033,1.17,44.88888889,C. wuellerstorfi,3.66,
GEOB1041-3,-3.475,-7.6,4033,1.22,47.33333333,C. wuellerstorfi,3.71,
GEOB1041-3,-3.475,-7.6,4033,1.27,49.77777778,C. wuellerstorfi,3.65,
GEOB1041-3,-3.475,-7.6,4033,1.32,52.22222222,C. wuellerstorfi,3.47,
GEOB1041-3,-3.475,-7.6,4033,1.37,54.66666667,C. wuellerstorfi,3.6,
GEOB1041-3,-3.475,-7.6,4033,1.42,57.11111111,C. wuellerstorfi,3.71,
GEOB1041-3,-3.475,-7.6,4033,1.47,59.55555556,C. wuellerstorfi,3.72,
GEOB1041-3,-3.475,-7.6,4033,1.52,62,C. wuellerstorfi,3.92,
GEOB1041-3,-3.475,-7.6,4033,1.57,64.875,C. wuellerstorfi,3.79,
GEOB1041-3,-3.475,-7.6,4033,1.62,67.75,C. wuellerstorfi,3.63,
GEOB1041-3,-3.475,-7.6,4033,1.67,70.625,C. wuellerstorfi,3.45,
