Core name,Latitude(decimal degrees),Longitude (decimal degrees),Water depth (m),Depth in core (m),"Age (ka), QUEST age model",Planktonic and/or benthic species,d18O (benthic),d13C (benthic)
RC12-294,-37.26666667,-10.11527778,3308,0.45,16.24,C. wuellerstorfi,4.19,-0.23
RC12-294,-37.26666667,-10.11527778,3308,3.95,67.556,C. wuellerstorfi,4,0.03
RC12-294,-37.26666667,-10.11527778,3308,4.25,75.889,C. wuellerstorfi,3.89,0.16
RC12-294,-37.26666667,-10.11527778,3308,4.35,78.667,C. wuellerstorfi,4.04,0.16
RC12-294,-37.26666667,-10.11527778,3308,4.4,80.056,C. wuellerstorfi,4.19,0.2
RC12-294,-37.26666667,-10.11527778,3308,4.45,81.444,C. wuellerstorfi,3.93,-0.19
RC12-294,-37.26666667,-10.11527778,3308,4.5,82.833,C. wuellerstorfi,3.83,-0.34
RC12-294,-37.26666667,-10.11527778,3308,4.55,84.222,C. wuellerstorfi,4.11,-0.05
RC12-294,-37.26666667,-10.11527778,3308,4.6,85.611,C. wuellerstorfi,4,-0.08
RC12-294,-37.26666667,-10.11527778,3308,4.6,85.611,C. wuellerstorfi,4.07,-0.11
RC12-294,-37.26666667,-10.11527778,3308,4.65,87,C. wuellerstorfi,3.82,-0.26
RC12-294,-37.26666667,-10.11527778,3308,4.75,94.231,C. wuellerstorfi,3.69,0.1
RC12-294,-37.26666667,-10.11527778,3308,4.75,94.231,C. wuellerstorfi,3.9,-0.06
RC12-294,-37.26666667,-10.11527778,3308,4.8,97.846,C. wuellerstorfi,3.33,0.33
RC12-294,-37.26666667,-10.11527778,3308,4.85,101.462,C. wuellerstorfi,3.22,0.46
RC12-294,-37.26666667,-10.11527778,3308,4.9,105.077,C. wuellerstorfi,3.16,0.28
RC12-294,-37.26666667,-10.11527778,3308,4.95,108.692,C. wuellerstorfi,3.11,0.42
RC12-294,-37.26666667,-10.11527778,3308,5,112.308,C. wuellerstorfi,2.97,0.63
RC12-294,-37.26666667,-10.11527778,3308,5.05,115.923,C. wuellerstorfi,3.22,0.35
RC12-294,-37.26666667,-10.11527778,3308,5.1,119.538,C. wuellerstorfi,3.09,0.42
RC12-294,-37.26666667,-10.11527778,3308,5.2,126.769,C. wuellerstorfi,3.08,0.56
RC12-294,-37.26666667,-10.11527778,3308,6.85,192.529,C. wuellerstorfi,3.82,-0.08
RC12-294,-37.26666667,-10.11527778,3308,6.95,199.471,C. wuellerstorfi,3.68,0.27
RC10-175,34.58333,159.1667,4014,0.15,11.349,Var. benthic: C. wuellerstorfi,3.88,-0.16
RC10-175,34.58333,159.1667,4014,0.19,12.465,Var. benthic: Genus mix: Nutt. and Cib. spp.,3.96,-0.81
RC10-175,34.58333,159.1667,4014,0.22,13.302,Var. benthic: Genus mix: Nutt. and Cib. spp.,3.97,-0.27
RC10-175,34.58333,159.1667,4014,0.46,20,Var. benthic: C. wuellerstorfi,3.68,-0.22
RC10-174,37.07,157.583,3191,0.1,11,Var. benthic: C. wuellerstorfi,3.18,-0.03
RC10-174,37.07,157.583,3191,0.22,17.333,Var. benthic: C. wuellerstorfi,4.05,0.01
RC10-174,37.07,157.583,3191,0.22,17.333,Var. benthic: C. wuellerstorfi,3.87,-0.22
RC10-174,37.07,157.583,3191,0.38,25.778,Var. benthic: C. wuellerstorfi,3.72,0.1
RC10-174,37.07,157.583,3191,0.46,30,Var. benthic: C. wuellerstorfi,3.83,-0.09
RC10-174,37.07,157.583,3191,0.46,30,Var. benthic: C. wuellerstorfi,4.21,0.26
RC11-120,-43.31,79.52,3193,0.05,2.705882353,C. wuellerstorfi,2.92,0.39
RC11-120,-43.31,79.52,3193,0.15,5.058823529,C. wuellerstorfi,3.25,-0.41
RC11-120,-43.31,79.52,3193,0.15,5.058823529,C. wuellerstorfi,2.74,0.61
RC11-120,-43.31,79.52,3193,0.15,5.058823529,C. wuellerstorfi,2.37,0.29
RC11-120,-43.31,79.52,3193,0.3,8.588235294,C. wuellerstorfi,2.84,0.45
RC11-120,-43.31,79.52,3193,0.4,10.94117647,C. wuellerstorfi,3.88,0.15
RC11-120,-43.31,79.52,3193,0.45,12.11764706,C. wuellerstorfi,3.45,0.12
RC11-120,-43.31,79.52,3193,0.6,15.64705882,C. wuellerstorfi,4.52,-0.23
RC11-120,-43.31,79.52,3193,0.8,20.83870968,C. wuellerstorfi,4.45,-0.48
RC11-120,-43.31,79.52,3193,0.85,22.25806452,C. wuellerstorfi,4.55,-0.32
RC11-120,-43.31,79.52,3193,0.9,23.67741935,C. wuellerstorfi,4.43,-0.46
RC11-120,-43.31,79.52,3193,0.95,25.09677419,C. wuellerstorfi,4.36,-0.12
RC11-120,-43.31,79.52,3193,1.1,29.35483871,C. wuellerstorfi,4.36,-0.32
RC11-120,-43.31,79.52,3193,1.15,30.77419355,C. wuellerstorfi,4.27,0.06
RC11-120,-43.31,79.52,3193,1.35,36.4516129,C. wuellerstorfi,4.17,0.04
RC11-120,-43.31,79.52,3193,1.4,37.87096774,C. wuellerstorfi,4.18,-0.07
RC11-120,-43.31,79.52,3193,1.45,39.29032258,C. wuellerstorfi,4.31,-0.01
RC11-120,-43.31,79.52,3193,1.5,40.70967742,C. wuellerstorfi,3.94,0.22
RC11-120,-43.31,79.52,3193,1.6,43.5483871,C. wuellerstorfi,4.23,0.23
RC11-120,-43.31,79.52,3193,1.65,44.96774194,C. wuellerstorfi,4.05,0.18
RC11-120,-43.31,79.52,3193,1.8,49.22580645,C. wuellerstorfi,3.98,0.09
RC11-120,-43.31,79.52,3193,1.85,50.64516129,C. wuellerstorfi,3.89,0.17
RC11-120,-43.31,79.52,3193,1.9,52.06451613,C. wuellerstorfi,3.83,-0.19
RC11-120,-43.31,79.52,3193,1.95,53.48387097,C. wuellerstorfi,3.77,-0.05
RC11-120,-43.31,79.52,3193,2,54.90322581,C. wuellerstorfi,4.02,0.08
RC11-120,-43.31,79.52,3193,2.05,56.32258065,C. wuellerstorfi,3.89,-0.17
RC11-120,-43.31,79.52,3193,2.2,60.58064516,C. wuellerstorfi,4.2,-0.33
RC11-120,-43.31,79.52,3193,2.25,62,C. wuellerstorfi,4.18,-0.36
RC11-120,-43.31,79.52,3193,2.3,63.5625,C. wuellerstorfi,4.09,-0.04
RC11-120,-43.31,79.52,3193,2.35,65.125,C. wuellerstorfi,4.11,-0.4
RC11-120,-43.31,79.52,3193,2.4,66.6875,C. wuellerstorfi,3.86,0.08
RC11-120,-43.31,79.52,3193,2.45,68.25,C. wuellerstorfi,3.92,-0.12
RC11-120,-43.31,79.52,3193,3.05,87,C. wuellerstorfi,3.9,0.2
RC11-120,-43.31,79.52,3193,3.9,111.625,C. wuellerstorfi,3.4,0.22
RC11-120,-43.31,79.52,3193,4,115.25,C. wuellerstorfi,3.36,0.21
RC11-120,-43.31,79.52,3193,4.4,129.75,C. wuellerstorfi,3.71,-0.11
V22-196,13.83333333,-18.95833333,3728,0.1,2.571,C. wuellerstorfi,2.62,0.84
V22-196,13.83333333,-18.95833333,3728,0.1,2.571,C. wuellerstorfi,2.86,0.91
V22-196,13.83333333,-18.95833333,3728,0.15,3.857,C. wuellerstorfi,2.37,0.86
V22-196,13.83333333,-18.95833333,3728,0.2,5.143,C. wuellerstorfi,2.84,0.33
V22-196,13.83333333,-18.95833333,3728,0.2,5.143,C. wuellerstorfi,3.24,0.81
V22-196,13.83333333,-18.95833333,3728,0.25,6.429,C. wuellerstorfi,2.93,0.54
V22-196,13.83333333,-18.95833333,3728,0.25,6.429,C. wuellerstorfi,3.34,0.47
V22-196,13.83333333,-18.95833333,3728,0.3,7.714,C. wuellerstorfi,2.76,0.22
V22-196,13.83333333,-18.95833333,3728,0.34,8.743,C. wuellerstorfi,3.77,0.91
V22-196,13.83333333,-18.95833333,3728,0.34,8.743,C. wuellerstorfi,3.39,0.42
V22-196,13.83333333,-18.95833333,3728,0.4,9.846,C. wuellerstorfi,3.85,0.35
V22-196,13.83333333,-18.95833333,3728,0.55,12.385,C. wuellerstorfi,4.05,-0.05
V22-196,13.83333333,-18.95833333,3728,0.6,13.231,C. wuellerstorfi,3.95,-0.12
V22-196,13.83333333,-18.95833333,3728,0.8,16.615,C. wuellerstorfi,4.33,-0.13
V22-196,13.83333333,-18.95833333,3728,0.85,17.462,C. wuellerstorfi,4.75,-0.19
V22-196,13.83333333,-18.95833333,3728,0.9,18.308,C. wuellerstorfi,4.27,-0.27
V22-196,13.83333333,-18.95833333,3728,0.95,19.154,C. wuellerstorfi,4.63,-0.21
V24-109,0.433333333,158.8,2367,0,0,C. wuellerstorfi,3.08,0.52
V24-109,0.433333333,158.8,2367,0,0,C. wuellerstorfi,,
V24-109,0.433333333,158.8,2367,0.02,0.85,C. wuellerstorfi,2.59,0.36
V24-109,0.433333333,158.8,2367,0.125,5.313,C. wuellerstorfi,2.76,0.51
V24-109,0.433333333,158.8,2367,0.15,6.375,C. wuellerstorfi,2.46,0.5
V24-109,0.433333333,158.8,2367,0.15,6.375,C. wuellerstorfi,3.15,0.4
V24-109,0.433333333,158.8,2367,0.18,7.65,C. wuellerstorfi,3.33,0.28
V24-109,0.433333333,158.8,2367,0.225,9.563,C. wuellerstorfi,3.11,0.28
V24-109,0.433333333,158.8,2367,0.25,10.625,C. wuellerstorfi,3.38,0.18
V24-109,0.433333333,158.8,2367,0.25,10.625,C. wuellerstorfi,3.16,0.44
V24-109,0.433333333,158.8,2367,0.275,11.688,C. wuellerstorfi,3.22,0.26
V24-109,0.433333333,158.8,2367,0.3,12.75,C. wuellerstorfi,3.68,0.08
V24-109,0.433333333,158.8,2367,0.3,12.75,C. wuellerstorfi,3.39,0.25
V24-109,0.433333333,158.8,2367,0.325,13.813,C. wuellerstorfi,3.58,0.17
V24-109,0.433333333,158.8,2367,0.325,13.813,C. wuellerstorfi,3.88,0.08
V24-109,0.433333333,158.8,2367,0.35,14.875,C. wuellerstorfi,3.12,0.15
V24-109,0.433333333,158.8,2367,0.35,14.875,C. wuellerstorfi,3.39,0.19
V24-109,0.433333333,158.8,2367,0.375,15.938,C. wuellerstorfi,4.12,0.11
V24-109,0.433333333,158.8,2367,0.4,17,C. wuellerstorfi,3.97,0.03
V24-109,0.433333333,158.8,2367,0.4,17,C. wuellerstorfi,4.02,-0.03
V24-109,0.433333333,158.8,2367,0.425,17.652,C. wuellerstorfi,4.16,-0.01
V24-109,0.433333333,158.8,2367,0.45,18.303,C. wuellerstorfi,3.98,0.05
V24-109,0.433333333,158.8,2367,0.45,18.303,C. wuellerstorfi,3.94,0.11
V24-109,0.433333333,158.8,2367,0.475,18.955,C. wuellerstorfi,3.98,0.12
V24-109,0.433333333,158.8,2367,0.5,19.606,C. wuellerstorfi,3.98,0.15
V24-109,0.433333333,158.8,2367,0.525,20.258,C. wuellerstorfi,4.04,0.01
V24-109,0.433333333,158.8,2367,0.55,20.909,C. wuellerstorfi,3.94,0.21
V24-109,0.433333333,158.8,2367,0.55,20.909,C. wuellerstorfi,4.03,0.1
V24-109,0.433333333,158.8,2367,0.575,21.561,C. wuellerstorfi,3.78,0.21
V24-109,0.433333333,158.8,2367,0.6,22.212,C. wuellerstorfi,3.73,0.15
V24-109,0.433333333,158.8,2367,0.625,22.864,C. wuellerstorfi,3.76,0.17
V24-109,0.433333333,158.8,2367,0.65,23.515,C. wuellerstorfi,3.68,0.2
V24-109,0.433333333,158.8,2367,0.65,23.515,C. wuellerstorfi,3.8,0.25
V24-109,0.433333333,158.8,2367,0.675,24.167,C. wuellerstorfi,3.62,0.17
V24-109,0.433333333,158.8,2367,0.675,24.167,C. wuellerstorfi,3.75,0.22
V24-109,0.433333333,158.8,2367,0.7,24.818,C. wuellerstorfi,3.62,0.14
V24-109,0.433333333,158.8,2367,0.725,25.47,C. wuellerstorfi,3.46,0.92
V24-109,0.433333333,158.8,2367,0.75,26.121,C. wuellerstorfi,3.62,0.21
V24-109,0.433333333,158.8,2367,0.775,26.773,C. wuellerstorfi,3.79,0.38
V24-109,0.433333333,158.8,2367,0.8,27.424,C. wuellerstorfi,3.77,0.39
V24-109,0.433333333,158.8,2367,0.825,28.076,C. wuellerstorfi,3.64,0.33
V24-109,0.433333333,158.8,2367,0.825,28.076,C. wuellerstorfi,3.62,0.26
V24-109,0.433333333,158.8,2367,0.85,28.727,C. wuellerstorfi,3.64,0.4
V24-109,0.433333333,158.8,2367,0.85,28.727,C. wuellerstorfi,3.6,0.28
V24-109,0.433333333,158.8,2367,0.875,29.379,C. wuellerstorfi,3.61,0.34
V24-109,0.433333333,158.8,2367,0.9,30.03,C. wuellerstorfi,3.58,0.21
V24-109,0.433333333,158.8,2367,0.925,30.682,C. wuellerstorfi,3.52,0.18
V24-109,0.433333333,158.8,2367,0.95,31.333,C. wuellerstorfi,3.5,0.18
V24-109,0.433333333,158.8,2367,0.975,31.985,C. wuellerstorfi,3.63,0.24
V24-109,0.433333333,158.8,2367,1,32.636,C. wuellerstorfi,3.68,0.01
V24-109,0.433333333,158.8,2367,1.025,33.288,C. wuellerstorfi,3.73,0.03
V24-109,0.433333333,158.8,2367,1.05,33.939,C. wuellerstorfi,3.72,-0.01
V24-109,0.433333333,158.8,2367,1.075,34.591,C. wuellerstorfi,3.61,0.03
V24-109,0.433333333,158.8,2367,1.1,35.242,C. wuellerstorfi,3.69,-0.08
V24-109,0.433333333,158.8,2367,1.125,35.894,C. wuellerstorfi,3.64,0.09
V24-109,0.433333333,158.8,2367,1.15,36.545,C. wuellerstorfi,3.77,-0.01
V24-109,0.433333333,158.8,2367,1.175,37.197,C. wuellerstorfi,3.31,1.26
V24-109,0.433333333,158.8,2367,1.2,37.848,C. wuellerstorfi,3.67,0.26
V24-109,0.433333333,158.8,2367,1.225,38.5,C. wuellerstorfi,3.43,0.22
V24-109,0.433333333,158.8,2367,1.25,39.152,C. wuellerstorfi,3.66,0.19
V24-109,0.433333333,158.8,2367,1.275,39.803,C. wuellerstorfi,2.99,1.13
V24-109,0.433333333,158.8,2367,1.3,40.455,C. wuellerstorfi,3.35,0.11
V24-109,0.433333333,158.8,2367,1.325,41.106,C. wuellerstorfi,3.16,0.29
V24-109,0.433333333,158.8,2367,1.35,41.758,C. wuellerstorfi,3.03,0.31
V24-109,0.433333333,158.8,2367,1.375,42.409,C. wuellerstorfi,2.79,0.17
V24-109,0.433333333,158.8,2367,1.4,43.061,C. wuellerstorfi,3.11,0.37
V24-109,0.433333333,158.8,2367,1.425,43.712,C. wuellerstorfi,3.07,0.17
V24-109,0.433333333,158.8,2367,1.45,44.364,C. wuellerstorfi,3.01,0.18
V24-109,0.433333333,158.8,2367,1.475,45.015,C. wuellerstorfi,3.37,0.32
V24-109,0.433333333,158.8,2367,1.525,46.318,C. wuellerstorfi,3.27,0.4
V24-109,0.433333333,158.8,2367,1.55,46.97,C. wuellerstorfi,3.1,0.33
V24-109,0.433333333,158.8,2367,1.575,47.621,C. wuellerstorfi,3.14,0.22
V24-109,0.433333333,158.8,2367,1.6,48.273,C. wuellerstorfi,3.32,0.09
V24-109,0.433333333,158.8,2367,1.625,48.924,C. wuellerstorfi,3.21,0.29
V24-109,0.433333333,158.8,2367,1.65,49.576,C. wuellerstorfi,3.06,0.21
V24-109,0.433333333,158.8,2367,1.675,50.227,C. wuellerstorfi,3.05,0.24
V24-109,0.433333333,158.8,2367,1.7,50.879,C. wuellerstorfi,3,0.23
V24-109,0.433333333,158.8,2367,1.725,51.53,C. wuellerstorfi,3.18,0.18
V24-109,0.433333333,158.8,2367,1.75,52.182,C. wuellerstorfi,3.16,0.13
V24-109,0.433333333,158.8,2367,1.775,52.833,C. wuellerstorfi,3.11,0.22
V24-109,0.433333333,158.8,2367,1.8,53.485,C. wuellerstorfi,3.18,0.17
V24-109,0.433333333,158.8,2367,1.825,54.136,C. wuellerstorfi,3.22,0.23
V24-109,0.433333333,158.8,2367,1.85,54.788,C. wuellerstorfi,3.33,0.15
V24-109,0.433333333,158.8,2367,1.875,55.439,C. wuellerstorfi,3.26,0.3
V24-109,0.433333333,158.8,2367,1.9,56.091,C. wuellerstorfi,3.09,0.16
V24-109,0.433333333,158.8,2367,1.925,56.742,C. wuellerstorfi,3.42,0.17
V24-109,0.433333333,158.8,2367,1.95,57.394,C. wuellerstorfi,3.34,0.22
V24-109,0.433333333,158.8,2367,1.975,58.045,C. wuellerstorfi,2.93,0.27
V24-109,0.433333333,158.8,2367,2,58.697,C. wuellerstorfi,3.54,0.24
V24-109,0.433333333,158.8,2367,2.025,59.348,C. wuellerstorfi,2.48,0.92
V24-109,0.433333333,158.8,2367,2.075,60.735,C. wuellerstorfi,3.26,0.44
V24-109,0.433333333,158.8,2367,2.075,60.735,C. wuellerstorfi,3.96,-0.09
V24-109,0.433333333,158.8,2367,2.1,61.471,C. wuellerstorfi,3.69,0.02
V24-109,0.433333333,158.8,2367,2.1,61.471,C. wuellerstorfi,3.14,0.16
V24-109,0.433333333,158.8,2367,2.125,62.206,C. wuellerstorfi,3.67,0.09
V24-109,0.433333333,158.8,2367,2.15,62.941,C. wuellerstorfi,4.02,-0.1
V24-109,0.433333333,158.8,2367,2.175,63.676,C. wuellerstorfi,3.48,-0.09
V24-109,0.433333333,158.8,2367,2.2,64.412,C. wuellerstorfi,4.17,-0.16
V24-109,0.433333333,158.8,2367,2.225,65.147,C. wuellerstorfi,4.03,-0.17
V24-109,0.433333333,158.8,2367,2.25,65.882,C. wuellerstorfi,4.09,0.05
V24-109,0.433333333,158.8,2367,2.275,66.618,C. wuellerstorfi,3.97,-0.06
V24-109,0.433333333,158.8,2367,2.3,67.353,C. wuellerstorfi,3.76,-0.28
V24-109,0.433333333,158.8,2367,2.325,68.088,C. wuellerstorfi,3.59,-0.27
V24-109,0.433333333,158.8,2367,2.35,68.824,C. wuellerstorfi,3.73,-0.26
V24-109,0.433333333,158.8,2367,2.375,69.559,C. wuellerstorfi,3.76,-0.07
V24-109,0.433333333,158.8,2367,2.4,70.294,C. wuellerstorfi,3.72,-0.2
V24-109,0.433333333,158.8,2367,2.425,71.029,C. wuellerstorfi,3.63,-0.18
V24-109,0.433333333,158.8,2367,2.45,71.765,C. wuellerstorfi,3.83,-0.19
V24-109,0.433333333,158.8,2367,2.475,72.5,C. wuellerstorfi,3.73,-0.22
V24-109,0.433333333,158.8,2367,2.5,73.235,C. wuellerstorfi,3.7,-0.17
V24-109,0.433333333,158.8,2367,2.525,73.971,C. wuellerstorfi,3.59,-0.14
V24-109,0.433333333,158.8,2367,2.55,74.706,C. wuellerstorfi,3.56,-0.24
V24-109,0.433333333,158.8,2367,2.575,75.441,C. wuellerstorfi,3.64,-0.15
V24-109,0.433333333,158.8,2367,2.6,76.176,C. wuellerstorfi,3.59,0.08
V24-109,0.433333333,158.8,2367,2.65,77.647,C. wuellerstorfi,3.87,-0.28
V24-109,0.433333333,158.8,2367,2.675,78.382,C. wuellerstorfi,3.53,-0.14
V24-109,0.433333333,158.8,2367,2.7,79.118,C. wuellerstorfi,3.53,-0.22
V24-109,0.433333333,158.8,2367,2.725,79.853,C. wuellerstorfi,3.35,-0.07
V28-304,28.53333333,134.1333333,2942,0,0,C. wuellerstorfi,2.69,0.11
V28-304,28.53333333,134.1333333,2942,0.045,1.607,C. wuellerstorfi,2.67,0.35
V28-304,28.53333333,134.1333333,2942,0.12,4.286,C. wuellerstorfi,2.69,0.37
V28-304,28.53333333,134.1333333,2942,0.16,5.714,C. wuellerstorfi,2.59,0.2
V28-304,28.53333333,134.1333333,2942,0.16,5.714,C. wuellerstorfi,2.67,0.28
V28-304,28.53333333,134.1333333,2942,0.2,7.143,C. wuellerstorfi,2.8,0.26
V28-304,28.53333333,134.1333333,2942,0.4,11.571,C. wuellerstorfi,3.71,-0.12
V28-304,28.53333333,134.1333333,2942,0.44,12.095,C. wuellerstorfi,4.22,-0.02
V28-304,28.53333333,134.1333333,2942,0.48,12.619,C. wuellerstorfi,3.85,-0.16
V28-304,28.53333333,134.1333333,2942,0.76,16.64,C. wuellerstorfi,4.15,-0.11
V28-304,28.53333333,134.1333333,2942,0.9,19.3,C. wuellerstorfi,4.42,0.06
V28-304,28.53333333,134.1333333,2942,1,21.2,C. wuellerstorfi,4.36,-0.01
V28-304,28.53333333,134.1333333,2942,1.1,23.1,C. wuellerstorfi,4.33,0.16
V28-304,28.53333333,134.1333333,2942,1.3,28.286,C. wuellerstorfi,4.12,0.05
V28-304,28.53333333,134.1333333,2942,1.6,38.143,C. wuellerstorfi,3.77,-0.08
V28-304,28.53333333,134.1333333,2942,1.9,48,C. wuellerstorfi,3.55,0.11
V28-304,28.53333333,134.1333333,2942,2.3,57.455,C. wuellerstorfi,3.74,0.03
V28-304,28.53333333,134.1333333,2942,2.7,66,C. wuellerstorfi,3.28,-0.82
V28-304,28.53333333,134.1333333,2942,2.8,68,C. wuellerstorfi,4.01,-0.32
V28-304,28.53333333,134.1333333,2942,2.9,70,C. wuellerstorfi,3.7,-0.39
V28-304,28.53333333,134.1333333,2942,3,72,C. wuellerstorfi,3.78,0
V28-304,28.53333333,134.1333333,2942,3.1,74.5,C. wuellerstorfi,3.44,0.08
V28-304,28.53333333,134.1333333,2942,3.26,78.5,C. wuellerstorfi,3.42,0.35
V28-304,28.53333333,134.1333333,2942,3.3,79.5,C. wuellerstorfi,3.38,0.33
V28-304,28.53333333,134.1333333,2942,3.35,80.75,C. wuellerstorfi,3.07,0.22
V28-304,28.53333333,134.1333333,2942,3.4,82,C. wuellerstorfi,3.19,-0.41
V28-304,28.53333333,134.1333333,2942,3.64,92.8,C. wuellerstorfi,3.26,0.39
V28-304,28.53333333,134.1333333,2942,3.7,95.5,C. wuellerstorfi,3.31,0.06
V28-304,28.53333333,134.1333333,2942,3.74,97.3,C. wuellerstorfi,3.46,0.37
V28-304,28.53333333,134.1333333,2942,3.8,100,C. wuellerstorfi,3.45,0.12
V28-304,28.53333333,134.1333333,2942,3.85,102.25,C. wuellerstorfi,3.3,0.29
V28-304,28.53333333,134.1333333,2942,3.9,104.5,C. wuellerstorfi,3.33,0.18
V28-304,28.53333333,134.1333333,2942,3.95,106.75,C. wuellerstorfi,3.52,0.27
V28-304,28.53333333,134.1333333,2942,4.05,111.25,C. wuellerstorfi,3.12,0.37
V28-304,28.53333333,134.1333333,2942,4.1,113.5,C. wuellerstorfi,3.46,0.18
V28-304,28.53333333,134.1333333,2942,4.15,115.75,C. wuellerstorfi,2.86,0.15
V28-304,28.53333333,134.1333333,2942,4.2,118,C. wuellerstorfi,2.83,0.02
V28-304,28.53333333,134.1333333,2942,4.3,123,C. wuellerstorfi,2.54,0.19
V28-304,28.53333333,134.1333333,2942,4.4,128,C. wuellerstorfi,3.06,0.25
V28-304,28.53333333,134.1333333,2942,4.43,129.5,C. wuellerstorfi,2.7,-0.22
V28-304,28.53333333,134.1333333,2942,4.6,134.302,C. wuellerstorfi,3.47,-0.34
V28-304,28.53333333,134.1333333,2942,4.66,135.083,C. wuellerstorfi,4.18,-0.16
V28-304,28.53333333,134.1333333,2942,5.01,139.64,C. wuellerstorfi,4.08,-0.28
V28-304,28.53333333,134.1333333,2942,5.11,140.942,C. wuellerstorfi,3.87,-0.41
V28-304,28.53333333,134.1333333,2942,5.21,142.244,C. wuellerstorfi,4.04,-0.26
V28-304,28.53333333,134.1333333,2942,5.51,146.15,C. wuellerstorfi,4,-0.27
V28-304,28.53333333,134.1333333,2942,5.61,147.452,C. wuellerstorfi,3.79,-0.34
V28-304,28.53333333,134.1333333,2942,5.91,151.357,C. wuellerstorfi,3.72,-0.57
V28-304,28.53333333,134.1333333,2942,6.21,155.263,C. wuellerstorfi,3.47,-0.03
V28-304,28.53333333,134.1333333,2942,6.26,155.914,C. wuellerstorfi,3.4,0.13
V28-304,28.53333333,134.1333333,2942,6.31,156.565,C. wuellerstorfi,3.14,0.11
V28-304,28.53333333,134.1333333,2942,6.42,157.997,C. wuellerstorfi,3.18,0.02
V28-304,28.53333333,134.1333333,2942,6.51,159.169,C. wuellerstorfi,3.04,0.05
V28-304,28.53333333,134.1333333,2942,6.61,160.471,Cib. spp.,2.97,-0.16
V28-304,28.53333333,134.1333333,2942,6.73,162.033,Cib. spp.,3,-0.45
V28-304,28.53333333,134.1333333,2942,6.81,163.075,C. wuellerstorfi,3.87,-0.18
V28-304,28.53333333,134.1333333,2942,6.91,164.377,C. wuellerstorfi,3.69,-0.31
V28-304,28.53333333,134.1333333,2942,7.01,165.679,C. wuellerstorfi,3.55,-0.09
V28-304,28.53333333,134.1333333,2942,7.13,167.241,Cib. spp.,2.92,-0.04
V28-304,28.53333333,134.1333333,2942,7.61,173.49,C. wuellerstorfi,3.89,-0.26
V28-304,28.53333333,134.1333333,2942,7.71,174.792,C. wuellerstorfi,3.9,-0.59
V28-304,28.53333333,134.1333333,2942,8.11,180,C. wuellerstorfi,4.07,-0.38
V28-304,28.53333333,134.1333333,2942,8.17,180.5,C. wuellerstorfi,4.11,-0.29
V29-179,44.71,-24.533,3331,0.05,2.292,C. wuellerstorfi,2.43,0.45
V29-179,44.71,-24.533,3331,0.1,4.583,C. wuellerstorfi,2.55,0.92
V29-179,44.71,-24.533,3331,0.2,9.167,C. wuellerstorfi,2.49,0.9
V29-179,44.71,-24.533,3331,0.65,18.441,C. wuellerstorfi,4.32,0.52
V29-179,44.71,-24.533,3331,0.7,19.588,C. wuellerstorfi,4.55,0.63
V29-179,44.71,-24.533,3331,1.5,37.941,C. wuellerstorfi,4.17,0.65
V29-179,44.71,-24.533,3331,2.2,54,C. wuellerstorfi,4.07,1.1
V29-179,44.71,-24.533,3331,2.25,55.737,C. wuellerstorfi,4.02,1.15
V29-179,44.71,-24.533,3331,2.3,57.474,C. wuellerstorfi,3.81,1.02
V29-179,44.71,-24.533,3331,3.25,88.333,C. wuellerstorfi,3.45,0.58
V29-179,44.71,-24.533,3331,3.3,89,C. wuellerstorfi,3.51,0.95
V29-179,44.71,-24.533,3331,3.35,89.667,C. wuellerstorfi,3.54,0.67
V29-179,44.71,-24.533,3331,3.45,91,C. wuellerstorfi,3.3,0.69
V29-179,44.71,-24.533,3331,3.5,91.667,C. wuellerstorfi,3.33,0.92
V29-179,44.71,-24.533,3331,3.55,92.333,C. wuellerstorfi,3.01,0.84
V29-179,44.71,-24.533,3331,3.6,93,C. wuellerstorfi,3.1,1.09
V29-179,44.71,-24.533,3331,3.65,93.667,C. wuellerstorfi,3.08,1.01
V29-179,44.71,-24.533,3331,3.7,94.333,C. wuellerstorfi,3.04,0.7
V29-179,44.71,-24.533,3331,3.75,95,C. wuellerstorfi,3.07,0.85
V29-179,44.71,-24.533,3331,3.8,95.667,C. wuellerstorfi,3.29,0.85
V29-179,44.71,-24.533,3331,3.85,96.333,C. wuellerstorfi,3.19,0.63
V29-179,44.71,-24.533,3331,3.95,97.667,C. wuellerstorfi,3.48,0.92
V29-179,44.71,-24.533,3331,4,98.333,C. wuellerstorfi,3.28,0.71
V29-179,44.71,-24.533,3331,4.05,99,C. wuellerstorfi,3.19,0.48
V29-179,44.71,-24.533,3331,4.1,99.667,C. wuellerstorfi,3.18,0.83
V29-179,44.71,-24.533,3331,4.15,100.333,C. wuellerstorfi,2.55,0.64
V29-179,44.71,-24.533,3331,4.2,101,C. wuellerstorfi,3,0.7
V29-179,44.71,-24.533,3331,4.85,115.3,C. wuellerstorfi,2.85,0.74
V29-179,44.71,-24.533,3331,4.95,119.5,C. wuellerstorfi,3.2,-1.54
V29-179,44.71,-24.533,3331,5,121.6,C. wuellerstorfi,2.67,0.7
V29-179,44.71,-24.533,3331,5.05,123.7,C. wuellerstorfi,2.88,0.65
V29-179,44.71,-24.533,3331,5.1,125.8,C. wuellerstorfi,2.67,0.91
V29-179,44.71,-24.533,3331,5.15,127.9,C. wuellerstorfi,2.88,0.73
